Approving	Years in Office	Display	Had Major Event	Pres - Obama	Conflict Name	Conflict Status	Disapproving	End Date	F15	F16	F17	Major Event	Number of Records	Party	Pres - Clinton	Pres - Bush I	Pres - Reagan	Pres - Bush II	Pres - Ford	Pres - Nixon	Pres - LBJ	Pres - JFK	Pres - Eisenhower	Pres - Truman	Pres - Carter	Pres - Trump	Pres - Roosevelt	President Number	President	Start Date	Term Began	Term Ended	Week Ending Date	Unsure/No Data
59	4.002739726	1	No		Peace	Peace	22	10/23/89					1	Republican		George Bush												41	George Bush	10/13/89	1/20/89	1/20/93	10/28/89	17
69	4.002739726	1	No		Peace	Peace	17	11/12/89					1	Republican		George Bush												41	George Bush	11/9/89	1/20/89	1/20/93	11/18/89	13
63	4.002739726	1	No		Peace	Peace	22	11/25/89					1	Republican		George Bush												41	George Bush	11/10/89	1/20/89	1/20/93	11/25/89	14
71	4.002739726	1	No		Invasion of Panama	Conflict	20	12/10/89					1	Republican		George Bush												41	George Bush	12/7/89	1/20/89	1/20/93	12/16/89	8
66	4.002739726	1	Yes		Invasion of Panama	Conflict	15	1/8/90				Douglas Wilder was elected Governor of Virginia, becoming the first African American to become governor of a U.S. State.[617]	1	Republican		George Bush												41	George Bush	12/8/89	1/20/89	1/20/93	1/13/90	17
79	4.002739726	1	Yes		Invasion of Panama	Conflict	10	1/7/90				Douglas Wilder was elected Governor of Virginia, becoming the first African American to become governor of a U.S. State.[617]	1	Republican		George Bush												41	George Bush	1/4/90	1/20/89	1/20/93	1/13/90	9
73	4.002739726	1	No		Peace	Peace	16	2/11/90					1	Republican		George Bush												41	George Bush	2/8/90	1/20/89	1/20/93	2/17/90	10
73	4.002739726	1	No		Peace	Peace	15	2/18/90					1	Republican		George Bush												41	George Bush	2/15/90	1/20/89	1/20/93	2/24/90	11
72	4.002739726	1	No		Peace	Peace	15	3/11/90					1	Republican		George Bush												41	George Bush	2/9/90	1/20/89	1/20/93	3/17/90	11
68	4.002739726	1	No		Peace	Peace	18	3/11/90					1	Republican		George Bush												41	George Bush	3/8/90	1/20/89	1/20/93	3/17/90	13
73	4.002739726	1	No		Peace	Peace	18	3/29/90					1	Republican		George Bush												41	George Bush	3/16/90	1/20/89	1/20/93	3/31/90	8
67	4.002739726	1	No		Peace	Peace	16	4/8/90					1	Republican		George Bush												41	George Bush	4/5/90	1/20/89	1/20/93	4/14/90	16
71	4.002739726	1	No		Peace	Peace	15	4/18/90					1	Republican		George Bush												41	George Bush	4/6/90	1/20/89	1/20/93	4/21/90	13
65	4.002739726	1	No		Peace	Peace	20	5/22/90					1	Republican		George Bush												41	George Bush	5/4/90	1/20/89	1/20/93	5/26/90	13
67	4.002739726	1	No		Peace	Peace	19	5/22/90					1	Republican		George Bush												41	George Bush	5/4/90	1/20/89	1/20/93	5/26/90	13
69	4.002739726	1	No		Peace	Peace	16	6/17/90					1	Republican		George Bush												41	George Bush	6/14/90	1/20/89	1/20/93	6/23/90	14
63	4.002739726	1	No		Peace	Peace	24	7/8/90					1	Republican		George Bush												41	George Bush	7/5/90	1/20/89	1/20/93	7/14/90	12
64	4.002739726	1	No		Peace	Peace	26	7/13/90					1	Republican		George Bush												41	George Bush	7/12/90	1/20/89	1/20/93	7/14/90	9
59	4.002739726	1	No		Peace	Peace	24	7/15/90					1	Republican		George Bush												41	George Bush	7/7/90	1/20/89	1/20/93	7/21/90	15
60	4.002739726	1	Yes		Peace	Peace	25	7/22/90				The Americans with Disabilities Act was signed into law.[620]	1	Republican		George Bush												41	George Bush	7/19/90	1/20/89	1/20/93	7/28/90	14
75	4.002739726	1	Yes		Gulf War	War	15	8/10/90				Gulf War Begins	1	Republican		George Bush												41	George Bush	8/9/90	1/20/89	1/20/93	8/11/90	9
61	4.002739726	1	No		Gulf War	War	26	8/12/90					1	Republican		George Bush												41	George Bush	7/20/90	1/20/89	1/20/93	8/18/90	12
74	4.002739726	1	No		Gulf War	War	15	8/12/90					1	Republican		George Bush												41	George Bush	8/9/90	1/20/89	1/20/93	8/18/90	10
74	4.002739726	1	No		Gulf War	War	16	8/19/90					1	Republican		George Bush												41	George Bush	8/16/90	1/20/89	1/20/93	8/25/90	8
73	4.002739726	1	No		Gulf War	War	16	8/24/90					1	Republican		George Bush												41	George Bush	8/23/90	1/20/89	1/20/93	8/25/90	10
68	4.002739726	1	No		Gulf War	War	20	8/26/90					1	Republican		George Bush												41	George Bush	8/10/90	1/20/89	1/20/93	9/1/90	11
75	4.002739726	1	No		Gulf War	War	16	8/26/90					1	Republican		George Bush												41	George Bush	8/23/90	1/20/89	1/20/93	9/1/90	7
74	4.002739726	1	No		Gulf War	War	17	9/2/90					1	Republican		George Bush												41	George Bush	8/30/90	1/20/89	1/20/93	9/8/90	8
76	4.002739726	1	No		Gulf War	War	15	9/11/90					1	Republican		George Bush												41	George Bush	9/10/90	1/20/89	1/20/93	9/15/90	7
54	4.002739726	1	No		Gulf War	War	34	9/12/90					1	Republican		George Bush												41	George Bush	9/11/90	1/20/89	1/20/93	9/15/90	11
73	4.002739726	1	No		Gulf War	War	16	9/16/90					1	Republican		George Bush												41	George Bush	9/14/90	1/20/89	1/20/93	9/22/90	9
67	4.002739726	1	No		Gulf War	War	19	9/30/90					1	Republican		George Bush												41	George Bush	9/27/90	1/20/89	1/20/93	10/6/90	12
65	4.002739726	1	No		Gulf War	War	25	10/4/90					1	Republican		George Bush												41	George Bush	10/3/90	1/20/89	1/20/93	10/6/90	9
66	4.002739726	1	No		Gulf War	War	22	10/9/90					1	Republican		George Bush												41	George Bush	9/21/90	1/20/89	1/20/93	10/13/90	11
56	4.002739726	1	No		Gulf War	War	33	10/14/90					1	Republican		George Bush												41	George Bush	10/11/90	1/20/89	1/20/93	10/20/90	10
56	4.002739726	1	No		Gulf War	War	32	10/19/90					1	Republican		George Bush												41	George Bush	10/18/90	1/20/89	1/20/93	10/20/90	10
52	4.002739726	1	No		Gulf War	War	36	10/21/90					1	Republican		George Bush												41	George Bush	10/18/90	1/20/89	1/20/93	10/27/90	10
54	4.002739726	1	No		Gulf War	War	35	10/28/90					1	Republican		George Bush												41	George Bush	10/25/90	1/20/89	1/20/93	11/3/90	10
57	4.002739726	1	Yes		Gulf War	War	33	11/11/90				The Clean Air Act of 1990 was signed into law.[622]	1	Republican		George Bush												41	George Bush	11/8/90	1/20/89	1/20/93	11/17/90	8
58	4.002739726	1	Yes		Gulf War	War	32	11/16/90				The Clean Air Act of 1990 was signed into law.[622]	1	Republican		George Bush												41	George Bush	11/15/90	1/20/89	1/20/93	11/17/90	8
54	4.002739726	1	No		Gulf War	War	32	11/18/90					1	Republican		George Bush												41	George Bush	11/15/90	1/20/89	1/20/93	11/24/90	13
51	4.002739726	1	No		Gulf War	War	36	11/25/90					1	Republican		George Bush												41	George Bush	11/9/90	1/20/89	1/20/93	12/1/90	12
60	4.002739726	1	No		Gulf War	War	29	12/2/90					1	Republican		George Bush												41	George Bush	11/29/90	1/20/89	1/20/93	12/8/90	10
62	4.002739726	1	No		Gulf War	War	27	12/7/90					1	Republican		George Bush												41	George Bush	12/6/90	1/20/89	1/20/93	12/8/90	9
57	4.002739726	1	No		Gulf War	War	33	12/9/90					1	Republican		George Bush												41	George Bush	12/6/90	1/20/89	1/20/93	12/15/90	9
62	4.002739726	1	No		Gulf War	War	30	12/16/90					1	Republican		George Bush												41	George Bush	12/13/90	1/20/89	1/20/93	12/22/90	6
62	4.002739726	1	No		Gulf War	War	27	12/23/90					1	Republican		George Bush												41	George Bush	12/7/90	1/20/89	1/20/93	12/29/90	10
58	4.002739726	1	No		Gulf War	War	30	1/6/91					1	Republican		George Bush												41	George Bush	1/3/91	1/20/89	1/20/93	1/12/91	10
64	4.002739726	1	No		Gulf War	War	26	1/11/91					1	Republican		George Bush												41	George Bush	1/10/91	1/20/89	1/20/93	1/12/91	9
64	4.002739726	1	Yes		Gulf War	War	24	1/13/91				Operation Desert Storm: The United States leads 34 coalition nations in the invasion of Ba'athist Iraq; deploying over 500,000 U.S. military personnel in response to Iraq's annexation of Kuwait.[623][624]	1	Republican		George Bush												41	George Bush	1/11/91	1/20/89	1/20/93	1/19/91	10
82	4.002739726	1	Yes		Gulf War	War	12	1/18/91				Operation Desert Storm: The United States leads 34 coalition nations in the invasion of Ba'athist Iraq; deploying over 500,000 U.S. military personnel in response to Iraq's annexation of Kuwait.[623][624]	1	Republican		George Bush												41	George Bush	1/17/91	1/20/89	1/20/93	1/19/91	4
82	4.002739726	1	No		Gulf War	War	11	1/20/91					1	Republican		George Bush												41	George Bush	1/17/91	1/20/89	1/20/93	1/26/91	5
79	4.002739726	1	No		Gulf War	War	14	1/22/91					1	Republican		George Bush												41	George Bush	1/19/91	1/20/89	1/20/93	1/26/91	5
82	4.002739726	1	No		Gulf War	War	12	1/26/91					1	Republican		George Bush												41	George Bush	1/23/91	1/20/89	1/20/93	1/26/91	4
86	4.002739726	1	No		Gulf War	War	9	1/25/91					1	Republican		George Bush												41	George Bush	1/24/91	1/20/89	1/20/93	1/26/91	4
74	4.002739726	1	No		Gulf War	War	18	2/7/91					1	Republican		George Bush												41	George Bush	1/26/91	1/20/89	1/20/93	2/9/91	7
78	4.002739726	1	No		Gulf War	War	17	2/10/91					1	Republican		George Bush												41	George Bush	2/7/91	1/20/89	1/20/93	2/16/91	3
79	4.002739726	1	No		Gulf War	War	15	2/15/91					1	Republican		George Bush												41	George Bush	2/14/91	1/20/89	1/20/93	2/16/91	5
80	4.002739726	1	No		Gulf War	War	13	2/17/91					1	Republican		George Bush												41	George Bush	2/14/91	1/20/89	1/20/93	2/23/91	6
80	4.002739726	1	Yes		Peace	Peace	13	2/24/91				"President George H.W. Bush announces that a cease fire was reached between in the Gulf War, stating that ""Kuwait is liberated. Iraq's army is defeated.""[625]"	1	Republican		George Bush												41	George Bush	2/21/91	1/20/89	1/20/93	3/2/91	6
79	4.002739726	1	No		Peace	Peace	14	3/7/91					1	Republican		George Bush												41	George Bush	2/16/91	1/20/89	1/20/93	3/9/91	6
89	4.002739726	1	Yes		Peace	Peace	7	3/3/91				U.S. President Bush visits Japan, China, and South Korea, attending the funeral of Hirohito and then meeting with China's Deng Xiaoping and South Korea's Roh Tae-woo.	1	Republican		George Bush												41	George Bush	2/28/91	1/20/89	1/20/93	3/9/91	3
87	4.002739726	1	No		Peace	Peace	8	3/10/91					1	Republican		George Bush												41	George Bush	3/7/91	1/20/89	1/20/93	3/16/91	4
86	4.002739726	1	No		Peace	Peace	9	3/17/91					1	Republican		George Bush												41	George Bush	3/14/91	1/20/89	1/20/93	3/23/91	4
83	4.002739726	1	No		Peace	Peace	10	3/24/91					1	Republican		George Bush												41	George Bush	3/21/91	1/20/89	1/20/93	3/30/91	5
81	4.002739726	1	No		Peace	Peace	11	3/30/91					1	Republican		George Bush												41	George Bush	3/28/91	1/20/89	1/20/93	3/30/91	6
82	4.002739726	1	No		Peace	Peace	12	4/6/91					1	Republican		George Bush												41	George Bush	4/4/91	1/20/89	1/20/93	4/6/91	5
77	4.002739726	1	No		Peace	Peace	12	4/14/91					1	Republican		George Bush												41	George Bush	4/11/91	1/20/89	1/20/93	4/20/91	10
73	4.002739726	1	No		Peace	Peace	13	4/25/91					1	Republican		George Bush												41	George Bush	4/23/91	1/20/89	1/20/93	4/27/91	13
76	4.002739726	1	No		Peace	Peace	15	4/28/91					1	Republican		George Bush												41	George Bush	4/25/91	1/20/89	1/20/93	5/4/91	8
74	4.002739726	1	No		Peace	Peace	19	5/5/91					1	Republican		George Bush												41	George Bush	5/2/91	1/20/89	1/20/93	5/11/91	6
76	4.002739726	1	No		Peace	Peace	15	5/19/91					1	Republican		George Bush												41	George Bush	5/16/91	1/20/89	1/20/93	5/25/91	7
76	4.002739726	1	No		Peace	Peace	15	5/26/91					1	Republican		George Bush												41	George Bush	5/23/91	1/20/89	1/20/93	6/1/91	7
73	4.002739726	1	No		Peace	Peace	17	6/2/91					1	Republican		George Bush												41	George Bush	5/30/91	1/20/89	1/20/93	6/8/91	9
69	4.002739726	1	No		Peace	Peace	19	6/20/91					1	Republican		George Bush												41	George Bush	6/6/91	1/20/89	1/20/93	6/22/91	10
72	4.002739726	1	No		Peace	Peace	19	6/16/91					1	Republican		George Bush												41	George Bush	6/13/91	1/20/89	1/20/93	6/22/91	8
71	4.002739726	1	No		Peace	Peace	21	6/29/91					1	Republican		George Bush												41	George Bush	6/26/91	1/20/89	1/20/93	6/29/91	6
71	4.002739726	1	No		Peace	Peace	20	7/14/91					1	Republican		George Bush												41	George Bush	7/11/91	1/20/89	1/20/93	7/20/91	7
67	4.002739726	1	No		Peace	Peace	23	7/25/91					1	Republican		George Bush												41	George Bush	7/7/91	1/20/89	1/20/93	7/27/91	9
69	4.002739726	1	No		Peace	Peace	21	7/21/91					1	Republican		George Bush												41	George Bush	7/18/91	1/20/89	1/20/93	7/27/91	9
70	4.002739726	1	Yes		Peace	Peace	20	7/28/91				START I was signed between the United States and the Soviet Union.[626]	1	Republican		George Bush												41	George Bush	7/25/91	1/20/89	1/20/93	8/3/91	8
70	4.002739726	1	No		Peace	Peace	21	8/11/91					1	Republican		George Bush												41	George Bush	8/8/91	1/20/89	1/20/93	8/17/91	7
67	4.002739726	1	No		Peace	Peace	22	8/23/91					1	Republican		George Bush												41	George Bush	8/8/91	1/20/89	1/20/93	8/24/91	10
69	4.002739726	1	No		Peace	Peace	21	8/30/91					1	Republican		George Bush												41	George Bush	8/1/91	1/20/89	1/20/93	8/31/91	9
73	4.002739726	1	No		Peace	Peace	18	8/25/91					1	Republican		George Bush												41	George Bush	8/23/91	1/20/89	1/20/93	8/31/91	7
68	4.002739726	1	No		Peace	Peace	22	9/3/91					1	Republican		George Bush												41	George Bush	8/29/91	1/20/89	1/20/93	9/7/91	9
65	4.002739726	1	No		Peace	Peace	25	9/10/91					1	Republican		George Bush												41	George Bush	9/10/91	1/20/89	1/20/93	9/14/91	9
62	4.002739726	1	No		Peace	Peace	27	9/30/91					1	Republican		George Bush												41	George Bush	9/1/91	1/20/89	1/20/93	10/5/91	9
66	4.002739726	1	No		Peace	Peace	24	9/29/91					1	Republican		George Bush												41	George Bush	9/26/91	1/20/89	1/20/93	10/5/91	9
65	4.002739726	1	No		Peace	Peace	27	10/13/91					1	Republican		George Bush												41	George Bush	10/10/91	1/20/89	1/20/93	10/19/91	6
65	4.002739726	1	No		Peace	Peace	26	10/20/91					1	Republican		George Bush												41	George Bush	10/17/91	1/20/89	1/20/93	10/26/91	7
62	4.002739726	1	No		Peace	Peace	29	10/27/91					1	Republican		George Bush												41	George Bush	10/24/91	1/20/89	1/20/93	11/2/91	8
51	4.002739726	1	No		Peace	Peace	39	11/24/91					1	Republican		George Bush												41	George Bush	11/21/91	1/20/89	1/20/93	11/30/91	9
46	4.002739726	1	No		Peace	Peace	46	1/6/92					1	Republican		George Bush												41	George Bush	1/3/92	1/20/89	1/20/93	1/11/92	7
45	4.002739726	1	No		Peace	Peace	47	1/19/92					1	Republican		George Bush												41	George Bush	1/16/92	1/20/89	1/20/93	1/25/92	6
43	4.002739726	1	No		Peace	Peace	51	1/28/92					1	Republican		George Bush												41	George Bush	1/28/92	1/20/89	1/20/93	2/1/92	4
46	4.002739726	1	No		Peace	Peace	48	2/2/92					1	Republican		George Bush												41	George Bush	1/31/92	1/20/89	1/20/93	2/8/92	5
43	4.002739726	1	No		Peace	Peace	47	2/9/92					1	Republican		George Bush												41	George Bush	2/6/92	1/20/89	1/20/93	2/15/92	8
38	4.002739726	1	No		Peace	Peace	47	2/20/92					1	Republican		George Bush												41	George Bush	2/19/92	1/20/89	1/20/93	2/22/92	13
41	4.002739726	1	No		Peace	Peace	51	2/21/92					1	Republican		George Bush												41	George Bush	2/20/92	1/20/89	1/20/93	2/22/92	7
38	4.002739726	1	No		Peace	Peace	50	2/27/92					1	Republican		George Bush												41	George Bush	2/14/92	1/20/89	1/20/93	2/29/92	10
41	4.002739726	1	No		Peace	Peace	52	3/1/92					1	Republican		George Bush												41	George Bush	2/28/92	1/20/89	1/20/93	3/7/92	5
41	4.002739726	1	No		Peace	Peace	46	3/12/92					1	Republican		George Bush												41	George Bush	3/11/92	1/20/89	1/20/93	3/14/92	11
40	4.002739726	1	No		Peace	Peace	48	3/28/92					1	Republican		George Bush												41	George Bush	3/12/92	1/20/89	1/20/93	3/28/92	10
40	4.002739726	1	No		Peace	Peace	49	3/22/92					1	Republican		George Bush												41	George Bush	3/20/92	1/20/89	1/20/93	3/28/92	9
41	4.002739726	1	No		Peace	Peace	51	3/29/92					1	Republican		George Bush												41	George Bush	3/26/92	1/20/89	1/20/93	4/4/92	7
39	4.002739726	1	No		Peace	Peace	53	4/12/92					1	Republican		George Bush												41	George Bush	4/9/92	1/20/89	1/20/93	4/18/92	6
42	4.002739726	1	No		Peace	Peace	47	4/22/92					1	Republican		George Bush												41	George Bush	4/20/92	1/20/89	1/20/93	4/25/92	10
40	4.002739726	1	No		Peace	Peace	48	5/14/92					1	Republican		George Bush												41	George Bush	4/23/92	1/20/89	1/20/93	5/16/92	10
40	4.002739726	1	No		Peace	Peace	52	5/10/92					1	Republican		George Bush												41	George Bush	5/7/92	1/20/89	1/20/93	5/16/92	6
41	4.002739726	1	No		Peace	Peace	51	5/20/92					1	Republican		George Bush												41	George Bush	5/18/92	1/20/89	1/20/93	5/23/92	7
36	4.002739726	1	No		Peace	Peace	56	6/8/92					1	Republican		George Bush												41	George Bush	6/4/92	1/20/89	1/20/93	6/13/92	6
36	4.002739726	1	No		Peace	Peace	54	6/14/92					1	Republican		George Bush												41	George Bush	6/12/92	1/20/89	1/20/93	6/20/92	8
38	4.002739726	1	No		Peace	Peace	54	7/1/92					1	Republican		George Bush												41	George Bush	6/26/92	1/20/89	1/20/93	7/4/92	6
31	4.002739726	1	No		Peace	Peace	59	7/24/92					1	Republican		George Bush												41	George Bush	7/23/92	1/20/89	1/20/93	7/25/92	8
31	4.002739726	1	No		Peace	Peace	59	7/26/92					1	Republican		George Bush												41	George Bush	7/24/92	1/20/89	1/20/93	8/1/92	9
29	4.002739726	1	No		Peace	Peace	59	8/2/92					1	Republican		George Bush												41	George Bush	7/31/92	1/20/89	1/20/93	8/8/92	10
34	4.002739726	1	No		Peace	Peace	59	8/7/92					1	Republican		George Bush												41	George Bush	8/6/92	1/20/89	1/20/93	8/8/92	6
35	4.002739726	1	No		Peace	Peace	58	8/12/92					1	Republican		George Bush												41	George Bush	8/10/92	1/20/89	1/20/93	8/15/92	6
36	4.002739726	1	No		Peace	Peace	57	8/14/92					1	Republican		George Bush												41	George Bush	8/13/92	1/20/89	1/20/93	8/15/92	5
37	4.002739726	1	Yes		Peace	Peace	55	8/21/92				Hurricane Andrew: A Category 5 hurricane killed sixty-five people and caused $26 billion in damage to Florida and other areas of the Gulf Coast.[632][633]	1	Republican		George Bush												41	George Bush	8/21/92	1/20/89	1/20/93	8/22/92	6
39	4.002739726	1	No		Peace	Peace	54	8/23/92					1	Republican		George Bush												41	George Bush	8/21/92	1/20/89	1/20/93	8/29/92	6
39	4.002739726	1	No		Peace	Peace	53	9/2/92					1	Republican		George Bush												41	George Bush	8/31/92	1/20/89	1/20/93	9/5/92	6
35	4.002739726	1	No		Peace	Peace	58	9/11/92					1	Republican		George Bush												41	George Bush	9/10/92	1/20/89	1/20/93	9/12/92	6
39	4.002739726	1	No		Peace	Peace	54	9/15/92					1	Republican		George Bush												41	George Bush	9/11/92	1/20/89	1/20/93	9/19/92	6
36	4.002739726	1	No		Peace	Peace	53	9/20/92					1	Republican		George Bush												41	George Bush	9/17/92	1/20/89	1/20/93	9/26/92	9
33	4.002739726	1	No		Peace	Peace	57	10/3/92					1	Republican		George Bush												41	George Bush	10/1/92	1/20/89	1/20/93	10/3/92	8
29	4.002739726	1	Yes		Peace	Peace	59	10/13/92				The 11-day Ruby Ridge standoff ends with Randy Weaver surrendering to federal authorities	1	Republican		George Bush												41	George Bush	9/24/92	1/20/89	1/20/93	10/17/92	10
34	4.002739726	1	No		Peace	Peace	56	10/14/92					1	Republican		George Bush												41	George Bush	10/12/92	1/20/89	1/20/93	10/17/92	9
37	4.002739726	1	No		Peace	Peace	58	10/23/92					1	Republican		George Bush												41	George Bush	10/22/92	1/20/89	1/20/93	10/24/92	4
42	4.002739726	1	No		Peace	Peace	46	11/22/92					1	Republican		George Bush												41	George Bush	11/20/92	1/20/89	1/20/93	11/28/92	11
42	4.002739726	1	No		Peace	Peace	46	11/22/92					1	Republican		George Bush												41	George Bush	11/20/92	1/20/89	1/20/93	11/28/92	11
48	4.002739726	1	No		Peace	Peace	47	12/6/92					1	Republican		George Bush												41	George Bush	12/4/92	1/20/89	1/20/93	12/12/92	3
49	4.002739726	1	No		Peace	Peace	40	12/20/92					1	Republican		George Bush												41	George Bush	12/18/92	1/20/89	1/20/93	12/26/92	10
56	4.002739726	1	No		Peace	Peace	37	1/11/93					1	Republican		George Bush												41	George Bush	1/8/93	1/20/89	1/20/93	1/16/93	7
58	8.005479452	1	No		Peace	Peace	20	1/26/93					1	Democrat	William J. Clinton													42	William J. Clinton	1/24/93	1/20/93	1/20/01	1/30/93	22
53	8.005479452	1	No		Peace	Peace	30	1/31/93					1	Democrat	William J. Clinton													42	William J. Clinton	1/29/93	1/20/93	1/20/01	2/6/93	16
51	8.005479452	1	No		Peace	Peace	33	2/14/93					1	Democrat	William J. Clinton													42	William J. Clinton	2/12/93	1/20/93	1/20/01	2/20/93	15
58	8.005479452	1	No		Peace	Peace	28	2/28/93					1	Democrat	William J. Clinton													42	William J. Clinton	2/26/93	1/20/93	1/20/01	3/6/93	12
53	8.005479452	1	No		Peace	Peace	34	3/14/93					1	Democrat	William J. Clinton													42	William J. Clinton	3/12/93	1/20/93	1/20/01	3/20/93	13
51	8.005479452	1	No		Peace	Peace	36	3/31/93					1	Democrat	William J. Clinton													42	William J. Clinton	3/29/93	1/20/93	1/20/01	4/3/93	11
55	8.005479452	1	No		Peace	Peace	37	4/24/93					1	Democrat	William J. Clinton													42	William J. Clinton	4/22/93	1/20/93	1/20/01	4/24/93	8
45	8.005479452	1	No		Peace	Peace	44	5/12/93					1	Democrat	William J. Clinton													42	William J. Clinton	5/10/93	1/20/93	1/20/01	5/15/93	10
43	8.005479452	1	No		Peace	Peace	45	5/23/93					1	Democrat	William J. Clinton													42	William J. Clinton	5/21/93	1/20/93	1/20/01	5/29/93	10
36	8.005479452	1	Yes		Peace	Peace	49	6/6/93				Minnesota v. Dickerson: The United States Supreme Court rules that the seizure of evidence during a pat-down search is unconstitutional.	1	Democrat	William J. Clinton													42	William J. Clinton	6/5/93	1/20/93	1/20/01	6/12/93	14
38	8.005479452	1	No		Peace	Peace	50	6/21/93					1	Democrat	William J. Clinton													42	William J. Clinton	6/18/93	1/20/93	1/20/01	6/26/93	10
45	8.005479452	1	No		Peace	Peace	47	6/30/93					1	Democrat	William J. Clinton													42	William J. Clinton	6/29/93	1/20/93	1/20/01	7/3/93	6
49	8.005479452	1	No		Peace	Peace	43	7/11/93					1	Democrat	William J. Clinton													42	William J. Clinton	7/9/93	1/20/93	1/20/01	7/17/93	7
41	8.005479452	1	No		Peace	Peace	48	7/21/93					1	Democrat	William J. Clinton													42	William J. Clinton	7/19/93	1/20/93	1/20/01	7/24/93	9
43	8.005479452	1	No		Peace	Peace	47	8/10/93					1	Democrat	William J. Clinton													42	William J. Clinton	8/8/93	1/20/93	1/20/01	8/14/93	8
44	8.005479452	1	No		Peace	Peace	46	8/25/93					1	Democrat	William J. Clinton													42	William J. Clinton	8/23/93	1/20/93	1/20/01	8/28/93	8
46	8.005479452	1	No		Peace	Peace	41	9/12/93					1	Democrat	William J. Clinton													42	William J. Clinton	9/10/93	1/20/93	1/20/01	9/18/93	11
46	8.005479452	1	No		Peace	Peace	42	9/15/93					1	Democrat	William J. Clinton													42	William J. Clinton	9/13/93	1/20/93	1/20/01	9/18/93	10
56	8.005479452	1	No		Peace	Peace	34	9/26/93					1	Democrat	William J. Clinton													42	William J. Clinton	9/24/93	1/20/93	1/20/01	10/2/93	8
50	8.005479452	1	No		Peace	Peace	41	10/10/93					1	Democrat	William J. Clinton													42	William J. Clinton	10/8/93	1/20/93	1/20/01	10/16/93	8
47	8.005479452	1	No		Peace	Peace	44	10/18/93					1	Democrat	William J. Clinton													42	William J. Clinton	10/13/93	1/20/93	1/20/01	10/23/93	9
47	8.005479452	1	No		Peace	Peace	44	10/30/93					1	Democrat	William J. Clinton													42	William J. Clinton	10/28/93	1/20/93	1/20/01	10/30/93	7
47	8.005479452	1	No		Peace	Peace	44	11/4/93					1	Democrat	William J. Clinton													42	William J. Clinton	11/2/93	1/20/93	1/20/01	11/6/93	7
49	8.005479452	1	No		Peace	Peace	42	11/16/93					1	Democrat	William J. Clinton													42	William J. Clinton	11/15/93	1/20/93	1/20/01	11/20/93	7
47	8.005479452	1	No		Peace	Peace	43	11/21/93					1	Democrat	William J. Clinton													42	William J. Clinton	11/19/93	1/20/93	1/20/01	11/27/93	8
52	8.005479452	1	Yes		Peace	Peace	38	12/6/93				The North American Free Trade Agreement was signed by the United States.[643]	1	Democrat	William J. Clinton													42	William J. Clinton	12/4/93	1/20/93	1/20/01	12/11/93	9
47	8.005479452	1	No		Peace	Peace	42	12/19/93					1	Democrat	William J. Clinton													42	William J. Clinton	12/17/93	1/20/93	1/20/01	12/25/93	9
54	8.005479452	1	No		Peace	Peace	38	1/8/94					1	Democrat	William J. Clinton													42	William J. Clinton	1/6/94	1/20/93	1/20/01	1/8/94	7
53	8.005479452	1	Yes		Peace	Peace	38	1/17/94				The 1994 Northridge earthquake, striking the Northridge, Los Angeles area, killed fifty-seven people and leaving 20,000 others homeless; causing $20 billion in damage and being the costliest earthquake in U.S. history.[645]	1	Democrat	William J. Clinton													42	William J. Clinton	1/15/94	1/20/93	1/20/01	1/22/94	8
57	8.005479452	1	No		Peace	Peace	34	1/30/94					1	Democrat	William J. Clinton													42	William J. Clinton	1/28/94	1/20/93	1/20/01	2/5/94	7
53	8.005479452	1	No		Peace	Peace	40	2/28/94					1	Democrat	William J. Clinton													42	William J. Clinton	2/26/94	1/20/93	1/20/01	3/5/94	5
50	8.005479452	1	No		Peace	Peace	41	3/8/94					1	Democrat	William J. Clinton													42	William J. Clinton	3/7/94	1/20/93	1/20/01	3/12/94	8
50	8.005479452	1	No		Peace	Peace	41	3/13/94					1	Democrat	William J. Clinton													42	William J. Clinton	3/11/94	1/20/93	1/20/01	3/19/94	8
52	8.005479452	1	No		Peace	Peace	40	3/27/94					1	Democrat	William J. Clinton													42	William J. Clinton	3/25/94	1/20/93	1/20/01	4/2/94	6
50	8.005479452	1	No		Peace	Peace	42	3/30/94					1	Democrat	William J. Clinton													42	William J. Clinton	3/28/94	1/20/93	1/20/01	4/2/94	7
50	8.005479452	1	No		Peace	Peace	40	4/18/94					1	Democrat	William J. Clinton													42	William J. Clinton	4/16/94	1/20/93	1/20/01	4/23/94	8
48	8.005479452	1	No		Peace	Peace	44	4/24/94					1	Democrat	William J. Clinton													42	William J. Clinton	4/22/94	1/20/93	1/20/01	4/30/94	7
50	8.005479452	1	No		Peace	Peace	42	5/22/94					1	Democrat	William J. Clinton													42	William J. Clinton	5/20/94	1/20/93	1/20/01	5/28/94	6
45	8.005479452	1	No		Peace	Peace	47	6/6/94					1	Democrat	William J. Clinton													42	William J. Clinton	6/3/94	1/20/93	1/20/01	6/11/94	7
49	8.005479452	1	No		Peace	Peace	43	6/12/94					1	Democrat	William J. Clinton													42	William J. Clinton	6/11/94	1/20/93	1/20/01	6/18/94	7
44	8.005479452	1	No		Peace	Peace	47	6/28/94					1	Democrat	William J. Clinton													42	William J. Clinton	6/25/94	1/20/93	1/20/01	7/2/94	8
