Approving	Years in Office	Display	Had Major Event	Pres - Obama	Conflict Name	Conflict Status	Disapproving	End Date	F15	F16	F17	Major Event	Number of Records	Party	Pres - Clinton	Pres - Bush I	Pres - Reagan	Pres - Bush II	Pres - Ford	Pres - Nixon	Pres - LBJ	Pres - JFK	Pres - Eisenhower	Pres - Truman	Pres - Carter	Pres - Trump	Pres - Roosevelt	President Number	President	Start Date	Term Began	Term Ended	Week Ending Date	Unsure/No Data
51	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	42	5/14/10					1	Democrat														44	Barack Obama	5/12/10	1/20/09	1/20/17	5/15/10	7
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	5/15/10					1	Democrat														44	Barack Obama	5/13/10	1/20/09	1/20/17	5/15/10	8
47	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	5/16/10					1	Democrat														44	Barack Obama	5/14/10	1/20/09	1/20/17	5/22/10	7
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	5/17/10					1	Democrat														44	Barack Obama	5/15/10	1/20/09	1/20/17	5/22/10	8
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	5/18/10					1	Democrat														44	Barack Obama	5/16/10	1/20/09	1/20/17	5/22/10	6
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	5/19/10					1	Democrat														44	Barack Obama	5/17/10	1/20/09	1/20/17	5/22/10	8
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	5/20/10					1	Democrat														44	Barack Obama	5/18/10	1/20/09	1/20/17	5/22/10	6
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	5/22/10					1	Democrat														44	Barack Obama	5/19/10	1/20/09	1/20/17	5/22/10	7
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	5/23/10					1	Democrat														44	Barack Obama	5/21/10	1/20/09	1/20/17	5/29/10	7
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	5/24/10					1	Democrat														44	Barack Obama	5/22/10	1/20/09	1/20/17	5/29/10	8
47	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	5/25/10					1	Democrat														44	Barack Obama	5/23/10	1/20/09	1/20/17	5/29/10	8
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	5/26/10					1	Democrat														44	Barack Obama	5/24/10	1/20/09	1/20/17	5/29/10	7
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	5/27/10					1	Democrat														44	Barack Obama	5/25/10	1/20/09	1/20/17	5/29/10	8
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	5/28/10					1	Democrat														44	Barack Obama	5/26/10	1/20/09	1/20/17	5/29/10	8
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	5/29/10					1	Democrat														44	Barack Obama	5/27/10	1/20/09	1/20/17	5/29/10	9
47	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	5/30/10					1	Democrat														44	Barack Obama	5/28/10	1/20/09	1/20/17	6/5/10	7
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	6/1/10					1	Democrat														44	Barack Obama	5/29/10	1/20/09	1/20/17	6/5/10	6
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	6/2/10					1	Democrat														44	Barack Obama	5/30/10	1/20/09	1/20/17	6/5/10	6
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	6/3/10					1	Democrat														44	Barack Obama	6/1/10	1/20/09	1/20/17	6/5/10	7
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	6/4/10					1	Democrat														44	Barack Obama	6/2/10	1/20/09	1/20/17	6/5/10	7
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	6/5/10					1	Democrat														44	Barack Obama	6/3/10	1/20/09	1/20/17	6/5/10	8
47	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	6/6/10					1	Democrat														44	Barack Obama	6/4/10	1/20/09	1/20/17	6/12/10	9
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	6/7/10					1	Democrat														44	Barack Obama	6/5/10	1/20/09	1/20/17	6/12/10	9
47	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	6/8/10					1	Democrat														44	Barack Obama	6/6/10	1/20/09	1/20/17	6/12/10	8
44	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	48	6/9/10					1	Democrat														44	Barack Obama	6/7/10	1/20/09	1/20/17	6/12/10	8
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	48	6/10/10					1	Democrat														44	Barack Obama	6/8/10	1/20/09	1/20/17	6/12/10	7
44	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	48	6/11/10					1	Democrat														44	Barack Obama	6/9/10	1/20/09	1/20/17	6/12/10	8
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	6/12/10					1	Democrat														44	Barack Obama	6/10/10	1/20/09	1/20/17	6/12/10	8
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	6/13/10					1	Democrat														44	Barack Obama	6/11/10	1/20/09	1/20/17	6/19/10	7
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	6/14/10					1	Democrat														44	Barack Obama	6/12/10	1/20/09	1/20/17	6/19/10	7
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	6/15/10					1	Democrat														44	Barack Obama	6/13/10	1/20/09	1/20/17	6/19/10	8
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	6/16/10					1	Democrat														44	Barack Obama	6/14/10	1/20/09	1/20/17	6/19/10	10
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	6/17/10					1	Democrat														44	Barack Obama	6/15/10	1/20/09	1/20/17	6/19/10	9
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	6/18/10					1	Democrat														44	Barack Obama	6/16/10	1/20/09	1/20/17	6/19/10	9
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	6/19/10					1	Democrat														44	Barack Obama	6/17/10	1/20/09	1/20/17	6/19/10	7
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	6/20/10					1	Democrat														44	Barack Obama	6/18/10	1/20/09	1/20/17	6/26/10	7
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	6/21/10					1	Democrat														44	Barack Obama	6/19/10	1/20/09	1/20/17	6/26/10	7
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	6/22/10					1	Democrat														44	Barack Obama	6/20/10	1/20/09	1/20/17	6/26/10	9
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	6/23/10					1	Democrat														44	Barack Obama	6/21/10	1/20/09	1/20/17	6/26/10	9
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	6/24/10					1	Democrat														44	Barack Obama	6/22/10	1/20/09	1/20/17	6/26/10	10
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	6/25/10					1	Democrat														44	Barack Obama	6/23/10	1/20/09	1/20/17	6/26/10	8
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	6/26/10					1	Democrat														44	Barack Obama	6/24/10	1/20/09	1/20/17	6/26/10	9
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	6/27/10					1	Democrat														44	Barack Obama	6/25/10	1/20/09	1/20/17	7/3/10	8
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	6/28/10					1	Democrat														44	Barack Obama	6/26/10	1/20/09	1/20/17	7/3/10	9
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	6/29/10					1	Democrat														44	Barack Obama	6/27/10	1/20/09	1/20/17	7/3/10	9
47	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	6/30/10					1	Democrat														44	Barack Obama	6/28/10	1/20/09	1/20/17	7/3/10	8
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	7/1/10					1	Democrat														44	Barack Obama	6/29/10	1/20/09	1/20/17	7/3/10	7
47	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	7/2/10					1	Democrat														44	Barack Obama	6/30/10	1/20/09	1/20/17	7/3/10	7
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	7/3/10					1	Democrat														44	Barack Obama	7/1/10	1/20/09	1/20/17	7/3/10	9
44	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	7/5/10					1	Democrat														44	Barack Obama	7/2/10	1/20/09	1/20/17	7/10/10	10
44	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	7/6/10					1	Democrat														44	Barack Obama	7/3/10	1/20/09	1/20/17	7/10/10	10
44	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	48	7/7/10					1	Democrat														44	Barack Obama	7/5/10	1/20/09	1/20/17	7/10/10	8
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	48	7/8/10					1	Democrat														44	Barack Obama	7/6/10	1/20/09	1/20/17	7/10/10	7
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	7/9/10					1	Democrat														44	Barack Obama	7/7/10	1/20/09	1/20/17	7/10/10	7
47	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	7/10/10					1	Democrat														44	Barack Obama	7/8/10	1/20/09	1/20/17	7/10/10	7
47	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	7/11/10					1	Democrat														44	Barack Obama	7/9/10	1/20/09	1/20/17	7/17/10	7
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	7/12/10					1	Democrat														44	Barack Obama	7/10/10	1/20/09	1/20/17	7/17/10	7
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	7/13/10					1	Democrat														44	Barack Obama	7/11/10	1/20/09	1/20/17	7/17/10	8
44	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	48	7/14/10					1	Democrat														44	Barack Obama	7/12/10	1/20/09	1/20/17	7/17/10	8
44	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	48	7/15/10					1	Democrat														44	Barack Obama	7/13/10	1/20/09	1/20/17	7/17/10	8
47	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	7/16/10					1	Democrat														44	Barack Obama	7/14/10	1/20/09	1/20/17	7/17/10	8
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	7/17/10					1	Democrat														44	Barack Obama	7/15/10	1/20/09	1/20/17	7/17/10	7
48	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	44	7/18/10				The Dodd-Frank Wall Street Reform and Consumer Protection Act was signed into law; establishing the Consumer Financial Protection Bureau.[701]	1	Democrat														44	Barack Obama	7/16/10	1/20/09	1/20/17	7/24/10	8
47	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	45	7/19/10				The Dodd-Frank Wall Street Reform and Consumer Protection Act was signed into law; establishing the Consumer Financial Protection Bureau.[701]	1	Democrat														44	Barack Obama	7/17/10	1/20/09	1/20/17	7/24/10	8
46	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	47	7/20/10				The Dodd-Frank Wall Street Reform and Consumer Protection Act was signed into law; establishing the Consumer Financial Protection Bureau.[701]	1	Democrat														44	Barack Obama	7/18/10	1/20/09	1/20/17	7/24/10	7
46	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	46	7/21/10				The Dodd-Frank Wall Street Reform and Consumer Protection Act was signed into law; establishing the Consumer Financial Protection Bureau.[701]	1	Democrat														44	Barack Obama	7/19/10	1/20/09	1/20/17	7/24/10	8
44	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	48	7/22/10				The Dodd-Frank Wall Street Reform and Consumer Protection Act was signed into law; establishing the Consumer Financial Protection Bureau.[701]	1	Democrat														44	Barack Obama	7/20/10	1/20/09	1/20/17	7/24/10	8
44	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	47	7/23/10				The Dodd-Frank Wall Street Reform and Consumer Protection Act was signed into law; establishing the Consumer Financial Protection Bureau.[701]	1	Democrat														44	Barack Obama	7/21/10	1/20/09	1/20/17	7/24/10	9
44	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	47	7/24/10				The Dodd-Frank Wall Street Reform and Consumer Protection Act was signed into law; establishing the Consumer Financial Protection Bureau.[701]	1	Democrat														44	Barack Obama	7/22/10	1/20/09	1/20/17	7/24/10	9
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	7/25/10					1	Democrat														44	Barack Obama	7/23/10	1/20/09	1/20/17	7/31/10	7
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	48	7/26/10					1	Democrat														44	Barack Obama	7/24/10	1/20/09	1/20/17	7/31/10	7
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	49	7/27/10					1	Democrat														44	Barack Obama	7/25/10	1/20/09	1/20/17	7/31/10	6
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	7/28/10					1	Democrat														44	Barack Obama	7/26/10	1/20/09	1/20/17	7/31/10	7
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	7/29/10					1	Democrat														44	Barack Obama	7/27/10	1/20/09	1/20/17	7/31/10	8
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	7/30/10					1	Democrat														44	Barack Obama	7/28/10	1/20/09	1/20/17	7/31/10	7
44	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	7/31/10					1	Democrat														44	Barack Obama	7/29/10	1/20/09	1/20/17	7/31/10	9
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	8/1/10					1	Democrat														44	Barack Obama	7/30/10	1/20/09	1/20/17	8/7/10	8
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	8/2/10					1	Democrat														44	Barack Obama	7/31/10	1/20/09	1/20/17	8/7/10	9
44	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	48	8/3/10					1	Democrat														44	Barack Obama	8/1/10	1/20/09	1/20/17	8/7/10	8
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	48	8/4/10					1	Democrat														44	Barack Obama	8/2/10	1/20/09	1/20/17	8/7/10	7
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	49	8/5/10					1	Democrat														44	Barack Obama	8/3/10	1/20/09	1/20/17	8/7/10	6
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	8/6/10					1	Democrat														44	Barack Obama	8/4/10	1/20/09	1/20/17	8/7/10	7
47	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	8/7/10					1	Democrat														44	Barack Obama	8/5/10	1/20/09	1/20/17	8/7/10	7
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	48	8/8/10					1	Democrat														44	Barack Obama	8/6/10	1/20/09	1/20/17	8/14/10	7
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	8/9/10					1	Democrat														44	Barack Obama	8/7/10	1/20/09	1/20/17	8/14/10	7
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	48	8/10/10					1	Democrat														44	Barack Obama	8/8/10	1/20/09	1/20/17	8/14/10	7
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	8/11/10					1	Democrat														44	Barack Obama	8/9/10	1/20/09	1/20/17	8/14/10	7
44	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	48	8/12/10					1	Democrat														44	Barack Obama	8/10/10	1/20/09	1/20/17	8/14/10	8
43	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	48	8/13/10					1	Democrat														44	Barack Obama	8/11/10	1/20/09	1/20/17	8/14/10	9
42	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	49	8/14/10					1	Democrat														44	Barack Obama	8/12/10	1/20/09	1/20/17	8/14/10	9
42	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	50	8/15/10					1	Democrat														44	Barack Obama	8/13/10	1/20/09	1/20/17	8/21/10	8
42	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	51	8/16/10					1	Democrat														44	Barack Obama	8/14/10	1/20/09	1/20/17	8/21/10	7
41	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	52	8/17/10					1	Democrat														44	Barack Obama	8/15/10	1/20/09	1/20/17	8/21/10	7
41	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	52	8/18/10					1	Democrat														44	Barack Obama	8/16/10	1/20/09	1/20/17	8/21/10	7
42	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	51	8/19/10					1	Democrat														44	Barack Obama	8/17/10	1/20/09	1/20/17	8/21/10	7
43	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	50	8/20/10					1	Democrat														44	Barack Obama	8/18/10	1/20/09	1/20/17	8/21/10	7
44	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	49	8/21/10					1	Democrat														44	Barack Obama	8/19/10	1/20/09	1/20/17	8/21/10	7
44	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	49	8/22/10					1	Democrat														44	Barack Obama	8/20/10	1/20/09	1/20/17	8/28/10	7
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	50	8/23/10					1	Democrat														44	Barack Obama	8/21/10	1/20/09	1/20/17	8/28/10	5
42	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	51	8/24/10					1	Democrat														44	Barack Obama	8/22/10	1/20/09	1/20/17	8/28/10	7
43	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	50	8/25/10					1	Democrat														44	Barack Obama	8/23/10	1/20/09	1/20/17	8/28/10	7
44	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	49	8/26/10					1	Democrat														44	Barack Obama	8/24/10	1/20/09	1/20/17	8/28/10	7
44	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	48	8/27/10					1	Democrat														44	Barack Obama	8/25/10	1/20/09	1/20/17	8/28/10	8
43	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	49	8/28/10					1	Democrat														44	Barack Obama	8/26/10	1/20/09	1/20/17	8/28/10	8
43	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	49	8/29/10					1	Democrat														44	Barack Obama	8/27/10	1/20/09	1/20/17	9/4/10	8
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	8/30/10					1	Democrat														44	Barack Obama	8/28/10	1/20/09	1/20/17	9/4/10	8
47	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	8/31/10					1	Democrat														44	Barack Obama	8/29/10	1/20/09	1/20/17	9/4/10	8
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	9/1/10					1	Democrat														44	Barack Obama	8/30/10	1/20/09	1/20/17	9/4/10	9
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	9/2/10					1	Democrat														44	Barack Obama	8/31/10	1/20/09	1/20/17	9/4/10	8
43	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	49	9/3/10					1	Democrat														44	Barack Obama	9/1/10	1/20/09	1/20/17	9/4/10	8
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	48	9/4/10					1	Democrat														44	Barack Obama	9/2/10	1/20/09	1/20/17	9/4/10	7
44	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	49	9/5/10					1	Democrat														44	Barack Obama	9/3/10	1/20/09	1/20/17	9/11/10	7
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	9/6/10					1	Democrat														44	Barack Obama	9/4/10	1/20/09	1/20/17	9/11/10	7
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	9/7/10					1	Democrat														44	Barack Obama	9/5/10	1/20/09	1/20/17	9/11/10	8
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	9/8/10					1	Democrat														44	Barack Obama	9/6/10	1/20/09	1/20/17	9/11/10	8
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	9/9/10					1	Democrat														44	Barack Obama	9/7/10	1/20/09	1/20/17	9/11/10	8
44	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	48	9/10/10					1	Democrat														44	Barack Obama	9/8/10	1/20/09	1/20/17	9/11/10	8
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	9/11/10					1	Democrat														44	Barack Obama	9/9/10	1/20/09	1/20/17	9/11/10	8
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	9/12/10					1	Democrat														44	Barack Obama	9/10/10	1/20/09	1/20/17	9/18/10	8
47	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	9/13/10					1	Democrat														44	Barack Obama	9/11/10	1/20/09	1/20/17	9/18/10	7
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	9/14/10					1	Democrat														44	Barack Obama	9/12/10	1/20/09	1/20/17	9/18/10	7
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	48	9/15/10					1	Democrat														44	Barack Obama	9/13/10	1/20/09	1/20/17	9/18/10	7
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	48	9/16/10					1	Democrat														44	Barack Obama	9/14/10	1/20/09	1/20/17	9/18/10	7
